,model,exp_type,verb,action,true,pred,prompt,response
215,jurassic-large,object-control,ordered,to leave,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen ordered Mary to leave.

Question:  Who left, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen ordered Mary to leave.\n\nQuestion:  Who left, Ellen or Mary?\nAnswer: ', ' Ellen left')"
216,jurassic-large,object-control,ordered,to call home,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen ordered Mary to call home.

Question:  Who called home, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen ordered Mary to call home.\n\nQuestion:  Who called home, Ellen or Mary?\nAnswer: ', ' Ellen called')"
217,jurassic-large,object-control,ordered,to reply,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen ordered Mary to reply.

Question:  Who replied, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen ordered Mary to reply.\n\nQuestion:  Who replied, Ellen or Mary?\nAnswer: ', ' Ellen replied')"
218,jurassic-large,object-control,ordered,to wipe the counter,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen ordered Mary to wipe the counter.

Question:  Who wiped the counter, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen ordered Mary to wipe the counter.\n\nQuestion:  Who wiped the counter, Ellen or Mary?\nAnswer: ', ' Ellen wiped')"
219,jurassic-large,object-control,ordered,to dance,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen ordered Mary to dance.

Question:  Who danced, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen ordered Mary to dance.\n\nQuestion:  Who danced, Ellen or Mary?\nAnswer: ', ' Ellen danced')"
220,jurassic-large,object-control,exhorted,to leave,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen exhorted Mary to leave.

Question:  Who left, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen exhorted Mary to leave.\n\nQuestion:  Who left, Ellen or Mary?\nAnswer: ', ' Ellen left')"
221,jurassic-large,object-control,exhorted,to call home,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen exhorted Mary to call home.

Question:  Who called home, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen exhorted Mary to call home.\n\nQuestion:  Who called home, Ellen or Mary?\nAnswer: ', ' Ellen called')"
222,jurassic-large,object-control,exhorted,to reply,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen exhorted Mary to reply.

Question:  Who replied, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen exhorted Mary to reply.\n\nQuestion:  Who replied, Ellen or Mary?\nAnswer: ', ' Ellen replied')"
223,jurassic-large,object-control,exhorted,to wipe the counter,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen exhorted Mary to wipe the counter.

Question:  Who wiped the counter, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen exhorted Mary to wipe the counter.\n\nQuestion:  Who wiped the counter, Ellen or Mary?\nAnswer: ', ' Ellen wiped')"
224,jurassic-large,object-control,exhorted,to dance,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen exhorted Mary to dance.

Question:  Who danced, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen exhorted Mary to dance.\n\nQuestion:  Who danced, Ellen or Mary?\nAnswer: ', ' Ellen danced')"
225,jurassic-large,object-control,begged,to leave,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen begged Mary to leave.

Question:  Who left, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen begged Mary to leave.\n\nQuestion:  Who left, Ellen or Mary?\nAnswer: ', ' Ellen left')"
226,jurassic-large,object-control,begged,to call home,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen begged Mary to call home.

Question:  Who called home, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen begged Mary to call home.\n\nQuestion:  Who called home, Ellen or Mary?\nAnswer: ', ' Ellen called')"
227,jurassic-large,object-control,begged,to reply,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen begged Mary to reply.

Question:  Who replied, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen begged Mary to reply.\n\nQuestion:  Who replied, Ellen or Mary?\nAnswer: ', ' Ellen replied')"
228,jurassic-large,object-control,begged,to wipe the counter,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen begged Mary to wipe the counter.

Question:  Who wiped the counter, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen begged Mary to wipe the counter.\n\nQuestion:  Who wiped the counter, Ellen or Mary?\nAnswer: ', ' Ellen wiped')"
229,jurassic-large,object-control,begged,to dance,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen begged Mary to dance.

Question:  Who danced, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen begged Mary to dance.\n\nQuestion:  Who danced, Ellen or Mary?\nAnswer: ', ' Ellen danced')"
230,jurassic-large,object-control,entreated,to leave,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen entreated Mary to leave.

Question:  Who left, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen entreated Mary to leave.\n\nQuestion:  Who left, Ellen or Mary?\nAnswer: ', ' Ellen left')"
231,jurassic-large,object-control,entreated,to call home,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen entreated Mary to call home.

Question:  Who called home, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen entreated Mary to call home.\n\nQuestion:  Who called home, Ellen or Mary?\nAnswer: ', ' Ellen called')"
232,jurassic-large,object-control,entreated,to reply,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen entreated Mary to reply.

Question:  Who replied, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen entreated Mary to reply.\n\nQuestion:  Who replied, Ellen or Mary?\nAnswer: ', ' Ellen replied')"
233,jurassic-large,object-control,entreated,to wipe the counter,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen entreated Mary to wipe the counter.

Question:  Who wiped the counter, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen entreated Mary to wipe the counter.\n\nQuestion:  Who wiped the counter, Ellen or Mary?\nAnswer: ', ' Ellen wiped')"
234,jurassic-large,object-control,entreated,to dance,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen entreated Mary to dance.

Question:  Who danced, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen entreated Mary to dance.\n\nQuestion:  Who danced, Ellen or Mary?\nAnswer: ', ' Ellen danced')"
235,jurassic-large,object-control,called upon,to leave,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen called upon Mary to leave.

Question:  Who left, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen called upon Mary to leave.\n\nQuestion:  Who left, Ellen or Mary?\nAnswer: ', ' Ellen left')"
236,jurassic-large,object-control,called upon,to call home,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen called upon Mary to call home.

Question:  Who called home, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen called upon Mary to call home.\n\nQuestion:  Who called home, Ellen or Mary?\nAnswer: ', ' Ellen called')"
237,jurassic-large,object-control,called upon,to reply,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen called upon Mary to reply.

Question:  Who replied, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen called upon Mary to reply.\n\nQuestion:  Who replied, Ellen or Mary?\nAnswer: ', ' Ellen replied')"
238,jurassic-large,object-control,called upon,to wipe the counter,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen called upon Mary to wipe the counter.

Question:  Who wiped the counter, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen called upon Mary to wipe the counter.\n\nQuestion:  Who wiped the counter, Ellen or Mary?\nAnswer: ', ' Ellen wiped')"
239,jurassic-large,object-control,called upon,to dance,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen called upon Mary to dance.

Question:  Who danced, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen called upon Mary to dance.\n\nQuestion:  Who danced, Ellen or Mary?\nAnswer: ', ' Ellen danced')"
240,jurassic-large,object-control,reminded,to leave,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen reminded Mary to leave.

Question:  Who left, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen reminded Mary to leave.\n\nQuestion:  Who left, Ellen or Mary?\nAnswer: ', ' Ellen left')"
241,jurassic-large,object-control,reminded,to call home,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen reminded Mary to call home.

Question:  Who called home, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen reminded Mary to call home.\n\nQuestion:  Who called home, Ellen or Mary?\nAnswer: ', ' Ellen called')"
