,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
247,jurassic-jumbo,object-control,Avery,William,False,pushed,to read,William,other,"You will be given a context and a question.
Context: Avery pushed William to read.

Question: Who pushed someone to read?
Answer: Avery
Question: Who was pushed to read?
Answer: William
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery pushed William to read.\n\nQuestion: Who pushed someone to read?\nAnswer: Avery\nQuestion: Who was pushed to read?\nAnswer: William\nQuestion: Who read?\nAnswer: ', '____')",247.0,247.0,247.0
248,jurassic-jumbo,object-control,Avery,William,False,pushed,to run,William,William,"You will be given a context and a question.
Context: Avery pushed William to run.

Question: Who was pushed to run?
Answer: William
Question: Who pushed someone to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery pushed William to run.\n\nQuestion: Who was pushed to run?\nAnswer: William\nQuestion: Who pushed someone to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(William')",248.0,248.0,248.0
249,jurassic-jumbo,object-control,Avery,William,False,pushed,to call,William,other,"You will be given a context and a question.
Context: Avery pushed William to call.

Question: Who pushed someone to call?
Answer: Avery
Question: Who was pushed to call?
Answer: William
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery pushed William to call.\n\nQuestion: Who pushed someone to call?\nAnswer: Avery\nQuestion: Who was pushed to call?\nAnswer: William\nQuestion: Who called?\nAnswer: ', '____')",249.0,249.0,249.0
250,jurassic-jumbo,object-control,Casey,Avery,False,told,to come,Avery,Avery,"You will be given a context and a question.
Context: Casey told Avery to come.

Question: Who was told to come?
Answer: Avery
Question: Who told someone to come?
Answer: Casey
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Casey told Avery to come.\n\nQuestion: Who was told to come?\nAnswer: Avery\nQuestion: Who told someone to come?\nAnswer: Casey\nQuestion: Who came?\nAnswer: ', '(A')",250.0,250.0,250.0
251,jurassic-jumbo,object-control,Casey,Avery,False,told,to go,Avery,Avery,"You will be given a context and a question.
Context: Casey told Avery to go.

Question: Who was told to go?
Answer: Avery
Question: Who told someone to go?
Answer: Casey
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Casey told Avery to go.\n\nQuestion: Who was told to go?\nAnswer: Avery\nQuestion: Who told someone to go?\nAnswer: Casey\nQuestion: Who went?\nAnswer: ', '(A')",251.0,251.0,251.0
252,jurassic-jumbo,object-control,Casey,Avery,False,told,to read,Avery,Avery,"You will be given a context and a question.
Context: Casey told Avery to read.

Question: Who was told to read?
Answer: Avery
Question: Who told someone to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Casey told Avery to read.\n\nQuestion: Who was told to read?\nAnswer: Avery\nQuestion: Who told someone to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '(A')",252.0,252.0,252.0
253,jurassic-jumbo,object-control,Casey,Avery,False,told,to run,Avery,Casey,"You will be given a context and a question.
Context: Casey told Avery to run.

Question: Who told someone to run?
Answer: Casey
Question: Who was told to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Casey told Avery to run.\n\nQuestion: Who told someone to run?\nAnswer: Casey\nQuestion: Who was told to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(Case')",253.0,253.0,253.0
254,jurassic-jumbo,object-control,Casey,Avery,False,told,to call,Avery,other,"You will be given a context and a question.
Context: Casey told Avery to call.

Question: Who was told to call?
Answer: Avery
Question: Who told someone to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Casey told Avery to call.\n\nQuestion: Who was told to call?\nAnswer: Avery\nQuestion: Who told someone to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '?\n')",254.0,254.0,254.0
255,jurassic-jumbo,object-control,Casey,Avery,False,ordered,to come,Avery,Casey,"You will be given a context and a question.
Context: Casey ordered Avery to come.

Question: Who ordered someone to come?
Answer: Casey
Question: Who was ordered to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Casey ordered Avery to come.\n\nQuestion: Who ordered someone to come?\nAnswer: Casey\nQuestion: Who was ordered to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(Case')",255.0,255.0,255.0
256,jurassic-jumbo,object-control,Casey,Avery,False,ordered,to go,Avery,Casey,"You will be given a context and a question.
Context: Casey ordered Avery to go.

Question: Who ordered someone to go?
Answer: Casey
Question: Who was ordered to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Casey ordered Avery to go.\n\nQuestion: Who ordered someone to go?\nAnswer: Casey\nQuestion: Who was ordered to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '(Case')",256.0,256.0,256.0
257,jurassic-jumbo,object-control,Casey,Avery,False,ordered,to read,Avery,Avery,"You will be given a context and a question.
Context: Casey ordered Avery to read.

Question: Who was ordered to read?
Answer: Avery
Question: Who ordered someone to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Casey ordered Avery to read.\n\nQuestion: Who was ordered to read?\nAnswer: Avery\nQuestion: Who ordered someone to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '(A')",257.0,257.0,257.0
258,jurassic-jumbo,object-control,Casey,Avery,False,ordered,to run,Avery,other,"You will be given a context and a question.
Context: Casey ordered Avery to run.

Question: Who ordered someone to run?
Answer: Casey
Question: Who was ordered to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Casey ordered Avery to run.\n\nQuestion: Who ordered someone to run?\nAnswer: Casey\nQuestion: Who was ordered to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(Both')",258.0,258.0,258.0
259,jurassic-jumbo,object-control,Casey,Avery,False,ordered,to call,Avery,other,"You will be given a context and a question.
Context: Casey ordered Avery to call.

Question: Who was ordered to call?
Answer: Avery
Question: Who ordered someone to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Casey ordered Avery to call.\n\nQuestion: Who was ordered to call?\nAnswer: Avery\nQuestion: Who ordered someone to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '?\n')",259.0,259.0,259.0
260,jurassic-jumbo,object-control,Casey,Avery,False,called upon,to come,Avery,Casey,"You will be given a context and a question.
Context: Casey called upon Avery to come.

Question: Who called upon someone to come?
Answer: Casey
Question: Who was called upon to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Casey called upon Avery to come.\n\nQuestion: Who called upon someone to come?\nAnswer: Casey\nQuestion: Who was called upon to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(Case')",260.0,260.0,260.0
261,jurassic-jumbo,object-control,Casey,Avery,False,called upon,to go,Avery,other,"You will be given a context and a question.
Context: Casey called upon Avery to go.

Question: Who was called upon to go?
Answer: Avery
Question: Who called upon someone to go?
Answer: Casey
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Casey called upon Avery to go.\n\nQuestion: Who was called upon to go?\nAnswer: Avery\nQuestion: Who called upon someone to go?\nAnswer: Casey\nQuestion: Who went?\nAnswer: ', '?\n')",261.0,261.0,261.0
262,jurassic-jumbo,object-control,Casey,Avery,False,called upon,to read,Avery,Avery,"You will be given a context and a question.
Context: Casey called upon Avery to read.

Question: Who was called upon to read?
Answer: Avery
Question: Who called upon someone to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Casey called upon Avery to read.\n\nQuestion: Who was called upon to read?\nAnswer: Avery\nQuestion: Who called upon someone to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '(A')",262.0,262.0,262.0
263,jurassic-jumbo,object-control,Casey,Avery,False,called upon,to run,Avery,other,"You will be given a context and a question.
Context: Casey called upon Avery to run.

Question: Who was called upon to run?
Answer: Avery
Question: Who called upon someone to run?
Answer: Casey
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Casey called upon Avery to run.\n\nQuestion: Who was called upon to run?\nAnswer: Avery\nQuestion: Who called upon someone to run?\nAnswer: Casey\nQuestion: Who ran?\nAnswer: ', '?\n')",263.0,263.0,263.0
264,jurassic-jumbo,object-control,Casey,Avery,False,called upon,to call,Avery,other,"You will be given a context and a question.
Context: Casey called upon Avery to call.

Question: Who was called upon to call?
Answer: Avery
Question: Who called upon someone to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Casey called upon Avery to call.\n\nQuestion: Who was called upon to call?\nAnswer: Avery\nQuestion: Who called upon someone to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', 'Caller\n')",264.0,264.0,264.0
265,jurassic-jumbo,object-control,Casey,Avery,False,reminded,to come,Avery,other,"You will be given a context and a question.
Context: Casey reminded Avery to come.

Question: Who was reminded to come?
Answer: Avery
Question: Who reminded someone to come?
Answer: Casey
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Casey reminded Avery to come.\n\nQuestion: Who was reminded to come?\nAnswer: Avery\nQuestion: Who reminded someone to come?\nAnswer: Casey\nQuestion: Who came?\nAnswer: ', '?\n')",265.0,265.0,265.0
266,jurassic-jumbo,object-control,Casey,Avery,False,reminded,to go,Avery,other,"You will be given a context and a question.
Context: Casey reminded Avery to go.

Question: Who was reminded to go?
Answer: Avery
Question: Who reminded someone to go?
Answer: Casey
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Casey reminded Avery to go.\n\nQuestion: Who was reminded to go?\nAnswer: Avery\nQuestion: Who reminded someone to go?\nAnswer: Casey\nQuestion: Who went?\nAnswer: ', '?\n')",266.0,266.0,266.0
267,jurassic-jumbo,object-control,Casey,Avery,False,reminded,to read,Avery,Casey,"You will be given a context and a question.
Context: Casey reminded Avery to read.

Question: Who reminded someone to read?
Answer: Casey
Question: Who was reminded to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Casey reminded Avery to read.\n\nQuestion: Who reminded someone to read?\nAnswer: Casey\nQuestion: Who was reminded to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '(Case')",267.0,267.0,267.0
268,jurassic-jumbo,object-control,Casey,Avery,False,reminded,to run,Avery,Avery,"You will be given a context and a question.
Context: Casey reminded Avery to run.

Question: Who was reminded to run?
Answer: Avery
Question: Who reminded someone to run?
Answer: Casey
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Casey reminded Avery to run.\n\nQuestion: Who was reminded to run?\nAnswer: Avery\nQuestion: Who reminded someone to run?\nAnswer: Casey\nQuestion: Who ran?\nAnswer: ', '(A')",268.0,268.0,268.0
