,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1
711,jurassic-jumbo,subject-control,the lawyer,the writer,False,ordered,to come,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer ordered the writer to come.

Question:  Who came, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer ordered the writer to come.\n\nQuestion:  Who came, the lawyer or the writer?\nAnswer: ', ' The lawyer')",711.0,711.0
712,jurassic-jumbo,subject-control,the lawyer,the writer,True,ordered,to go,the lawyer,the writer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer ordered the writer to go.

Question:  Who went, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer ordered the writer to go.\n\nQuestion:  Who went, the writer or the lawyer?\nAnswer: ', ' The writer went')",712.0,712.0
713,jurassic-jumbo,subject-control,the lawyer,the writer,False,ordered,to go,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer ordered the writer to go.

Question:  Who went, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer ordered the writer to go.\n\nQuestion:  Who went, the lawyer or the writer?\nAnswer: ', ' The lawyer')",713.0,713.0
714,jurassic-jumbo,subject-control,the lawyer,the writer,True,ordered,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer ordered the writer to read.

Question:  Who read, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer ordered the writer to read.\n\nQuestion:  Who read, the writer or the lawyer?\nAnswer: ', ' The lawyer')",714.0,714.0
715,jurassic-jumbo,subject-control,the lawyer,the writer,False,ordered,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer ordered the writer to read.

Question:  Who read, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer ordered the writer to read.\n\nQuestion:  Who read, the lawyer or the writer?\nAnswer: ', ' The lawyer')",715.0,715.0
716,jurassic-jumbo,subject-control,the lawyer,the writer,True,ordered,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer ordered the writer to run.

Question:  Who ran, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer ordered the writer to run.\n\nQuestion:  Who ran, the writer or the lawyer?\nAnswer: ', ' The lawyer')",716.0,716.0
717,jurassic-jumbo,subject-control,the lawyer,the writer,False,ordered,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer ordered the writer to run.

Question:  Who ran, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer ordered the writer to run.\n\nQuestion:  Who ran, the lawyer or the writer?\nAnswer: ', ' The lawyer')",717.0,717.0
718,jurassic-jumbo,subject-control,the lawyer,the writer,True,ordered,to call,the lawyer,the writer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer ordered the writer to call.

Question:  Who called, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer ordered the writer to call.\n\nQuestion:  Who called, the writer or the lawyer?\nAnswer: ', ' The writer called')",718.0,718.0
719,jurassic-jumbo,subject-control,the lawyer,the writer,False,ordered,to call,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer ordered the writer to call.

Question:  Who called, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer ordered the writer to call.\n\nQuestion:  Who called, the lawyer or the writer?\nAnswer: ', ' The lawyer')",719.0,719.0
720,jurassic-jumbo,subject-control,the lawyer,the writer,True,called upon,to come,the lawyer,the writer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer called upon the writer to come.

Question:  Who came, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer called upon the writer to come.\n\nQuestion:  Who came, the writer or the lawyer?\nAnswer: ', ' The writer came')",720.0,720.0
721,jurassic-jumbo,subject-control,the lawyer,the writer,False,called upon,to come,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer called upon the writer to come.

Question:  Who came, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer called upon the writer to come.\n\nQuestion:  Who came, the lawyer or the writer?\nAnswer: ', ' The lawyer')",721.0,721.0
722,jurassic-jumbo,subject-control,the lawyer,the writer,True,called upon,to go,the lawyer,the writer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer called upon the writer to go.

Question:  Who went, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer called upon the writer to go.\n\nQuestion:  Who went, the writer or the lawyer?\nAnswer: ', ' The writer went')",722.0,722.0
723,jurassic-jumbo,subject-control,the lawyer,the writer,False,called upon,to go,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer called upon the writer to go.

Question:  Who went, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer called upon the writer to go.\n\nQuestion:  Who went, the lawyer or the writer?\nAnswer: ', ' The lawyer')",723.0,723.0
724,jurassic-jumbo,subject-control,the lawyer,the writer,True,called upon,to read,the lawyer,the writer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer called upon the writer to read.

Question:  Who read, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer called upon the writer to read.\n\nQuestion:  Who read, the writer or the lawyer?\nAnswer: ', ' The writer read')",724.0,724.0
725,jurassic-jumbo,subject-control,the lawyer,the writer,False,called upon,to read,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer called upon the writer to read.

Question:  Who read, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer called upon the writer to read.\n\nQuestion:  Who read, the lawyer or the writer?\nAnswer: ', ' The lawyer')",725.0,725.0
726,jurassic-jumbo,subject-control,the lawyer,the writer,True,called upon,to run,the lawyer,the writer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer called upon the writer to run.

Question:  Who ran, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer called upon the writer to run.\n\nQuestion:  Who ran, the writer or the lawyer?\nAnswer: ', ' The writer ran')",726.0,726.0
727,jurassic-jumbo,subject-control,the lawyer,the writer,False,called upon,to run,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer called upon the writer to run.

Question:  Who ran, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer called upon the writer to run.\n\nQuestion:  Who ran, the lawyer or the writer?\nAnswer: ', ' The lawyer')",727.0,727.0
728,jurassic-jumbo,subject-control,the lawyer,the writer,True,called upon,to call,the lawyer,the writer,"You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".
Context: the lawyer called upon the writer to call.

Question:  Who called, the writer or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the writer"" or ""the lawyer"".\nContext: the lawyer called upon the writer to call.\n\nQuestion:  Who called, the writer or the lawyer?\nAnswer: ', ' The writer called')",728.0,728.0
729,jurassic-jumbo,subject-control,the lawyer,the writer,False,called upon,to call,the lawyer,the lawyer,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".
Context: the lawyer called upon the writer to call.

Question:  Who called, the lawyer or the writer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the writer"".\nContext: the lawyer called upon the writer to call.\n\nQuestion:  Who called, the lawyer or the writer?\nAnswer: ', ' The lawyer')",729.0,729.0
